9807	12
0000	5246
2580	4753
2112	148
1234	8884
2665	42
0723	75
7963	10
0320	53
1463	34
5369	32
3787	10
4169	12
5221	18
7422	11
4323	11
1881	25
1234	8884
1992	330
1599	78
1692	19
8585	79
0803	41
5683	1425
2301	20
1696	16
4849	15
7575	43
1234	8884
9509	6
1379	839
1963	72
3015	11
0024	23
0022	35
2626	123
8423	11
6356	14
2524	36
2580	4753
3323	38
1234	8884
1033	24
2049	9
1209	101
1573	16
3559	11
2850	71
1234	8884
1009	69
1296	34
1994	489
2712	30
2937	7
2213	37
2000	381
8253	24
1337	211
1234	8884
1212	944
7777	716
1111	3264
2174	2
1369	68
1452	118
4247	13
2626	123
2365	42
5678	144
0528	80
8888	667
9047	5
1358	53
6777	8
4578	53
0915	53
8299	16
3825	453
0000	5246
5826	40
2674	15
2580	4753
1234	8884
6673	26
2018	30
1993	408
1258	205
1661	18
1238	95
8975	9
6860	4
1459	17
2511	49
4987	8
2580	4753
0321	92
2112	148
5683	1425
7269	18
1432	87
0711	92
1607	16
0518	36
1234	8884
0322	43
2002	169
6330	6
6894	3
1111	3264
1848	11
0789	68
6913	12
2011	683
5533	25
5540	11
1995	575
6627	15
1705	24
4565	65
1521	27
1379	839
4004	19
2501	40
1111	3264
4022	5
1235	506
0000	5246
4950	10
1223	198
0317	42
2588	76
0921	70
1234	8884
1997	799
2191	12
1234	8884
2580	4753
1357	245
1512	49
0521	65
2486	364
5555	1774
4358	6
8750	5
4243	25
0000	5246
4321	340
0123	196
2850	71
6593	10
4831	7
1234	8884
7777	716
1690	21
1151	20
0619	51
1032	36
4412	12
4359	11
4645	9
5465	32
2131	34
5152	25
7297	35
8770	6
6434	4
1011	118
3212	35
8538	11
2839	20
1596	155
6269	6
8239	4
1158	18
9213	5
3859	5
2014	120
5555	1774
1111	3264
0411	83
4197	11
4883	6
4724	9
1269	47
0809	55
1998	882
5623	57
1832	23
4563	52
8619	5
4786	15
0317	42
5858	137
2154	28
1212	944
7777	716
7845	19
0227	58
2931	11
1565	22
8562	13
6431	16
7462	8
9909	19
0528	80
3690	233
0801	48
0000	5246
8394	4
1016	104
5863	21
6006	19
3336	20
9225	44
0128	57
0000	5246
1919	121
5683	1425
0000	5246
1963	72
9284	4
7827	52
0159	17
2367	11
1999	673
9225	44
1513	30
0990	19
7777	716
1741	20
0419	49
4085	8
2580	4753
5926	6
1245	286
6571	4
1111	3264
8825	21
1234	8884
0828	50
0852	1221
1997	799
1125	103
1208	114
3650	11
0309	49
1739	217
4560	58
1569	40
4155	11
1590	535
1234	8884
2806	22
7113	8
2143	16
3602	7
1497	14
1458	67
2653	72
1982	201
1397	255
3264	50
4406	8
2337	19
4477	14
1207	95
1841	7
4560	58
7792	4
4523	66
1045	23
3395	10
2014	120
4077	8
3499	15
5555	1774
5632	43
3883	11
5853	67
2642	15
3389	12
5831	10
1231	207
2285	21
2016	75
3194	41
1492	73
1111	3264
1965	105
4152	23
1000	124
1122	452
0224	53
1219	109
4715	6
9290	6
9931	11
1151	20
7465	48
2850	71
0666	95
2323	448
1642	13
6565	44
2208	25
2684	164
1234	8884
0410	88
3530	8
0173	3
3434	80
3333	674
1478	298
7723	14
4445	15
1234	8884
3030	85
6619	7
1117	76
2327	61
3414	11
8519	5
0303	67
1478	298
7890	300
2580	4753
6229	11
3825	453
1326	31
0020	24
1234	8884
7895	23
1111	3264
4176	7
1595	117
2000	381
6631	8
1245	286
7878	62
5853	67
1918	25
7249	11
2269	29
1981	163
0312	73
6453	149
2011	683
5467	14
1105	62
1236	365
1993	408
4315	9
4562	53
3640	8
1828	15
2129	24
2102	33
0124	59
2580	4753
2423	39
6969	858
1659	10
2580	4753
1649	13
1998	882
1347	22
7890	300
1999	673
3636	184
7896	62
1234	8884
0006	17
5182	7
4160	11
1234	8884
2580	4753
3384	11
6819	6
9638	11
2812	32
2350	8
6856	10
1111	3264
1434	25
0069	27
0440	11
5454	80
2011	683
5629	4
8624	44
1997	799
1996	687
0818	35
5626	41
4141	64
5263	48
6192	7
1357	245
3698	166
1830	24
2580	4753
5384	30
8868	16
2012	376
6537	2
1371	15
0811	58
9876	267
4800	7
1122	452
1931	27
2000	381
3584	8
3554	10
7133	10
1202	85
9875	33
2303	43
3669	53
2222	1139
2563	85
1999	673
1998	882
0987	101
1111	3264
1234	8884
8888	667
1397	255
1492	73
8426	54
0000	5246
3333	674
9164	2
8808	37
1978	151
2011	683
2479	11
9147	7
1616	97
2663	27
6552	6
1978	151
2428	33
1998	882
0330	59
0050	7
6555	8
2588	76
0000	5246
1590	535
2010	238
8747	5
1234	8884
3197	28
5683	1425
1995	575
1234	8884
4465	14
3644	11
4522	19
5287	25
7890	300
1379	839
0148	6
1235	506
0990	19
2580	4753
0705	44
6202	9
3570	168
1516	38
7762	12
9191	34
1706	18
1234	8884
5678	144
2300	24
4949	17
2000	381
1796	11
4763	60
5409	10
0120	63
0581	10
1998	882
1346	161
3984	12
0055	18
1281	14
2222	1139
3333	674
5470	12
4687	6
5187	9
1234	8884
9212	6
1379	839
2580	4753
1122	452
4026	10
5606	6
1214	140
1601	17
2178	21
4637	25
1590	535
0000	5246
0264	7
7064	5
1013	106
1471	66
0212	51
2718	14
3005	18
1234	8884
5555	1774
3121	28
3748	8
8291	15
1234	8884
1476	28
5683	1425
2658	21
5258	37
1505	35
9656	5
3714	7
0351	6
7396	11
7247	12
1646	10
4440	6
0420	188
1399	31
2580	4753
1818	125
1982	201
2123	66
1997	799
1495	14
6666	463
7280	10
4899	10
6321	25
3360	7
2581	46
1746	8
5555	1774
1111	3264
2400	18
4223	27
1235	506
0214	123
7618	7
0330	59
0608	39
3690	233
1234	8884
1999	673
2408	33
0506	48
6395	4
2667	38
1532	54
0031	6
1515	207
8019	8
0391	11
9943	10
0905	42
2580	4753
4552	32
0000	5246
1988	290
9999	756
1995	575
1998	882
7805	8
5808	12
2486	364
2581	46
0911	140
0250	14
3125	26
0306	36
8150	13
2443	13
2769	23
1598	221
1937	173
1993	408
0000	5246
5824	14
1975	145
0690	16
8541	8
0311	82
1473	34
2142	24
1254	152
1111	3264
1983	193
6720	3
2856	16
4012	11
2608	30
1234	8884
1988	290
2016	75
0000	5246
1234	8884
6369	45
1234	8884
1213	191
6345	14
0828	50
1111	3264
2580	4753
2486	364
2091	11
8361	6
1005	64
1258	205
1023	146
0320	53
1234	8884
0205	46
5105	13
4617	2
5238	9
1414	363
0987	101
2669	19
5555	1774
5683	1425
5971	5
6087	1
4560	58
0000	5246
1222	112
0819	53
0819	53
1515	207
0611	58
1123	233
6627	15
1337	211
1975	145
8820	5
3652	41
5678	144
5150	151
1484	10
1995	575
8000	52
0321	92
0852	1221
4048	4
2222	1139
4527	25
0617	31
2525	539
5922	5
0448	2
1900	30
2222	1139
1414	363
3333	674
1211	146
1786	11
1214	140
6953	8
3114	13
6374	5
5252	217
5673	67
1317	31
0852	1221
2908	18
1995	575
5600	11
8888	667
9559	10
9825	11
1551	46
2580	4753
2268	13
1839	16
1997	799
6474	11
3010	33
0528	80
1519	29
6487	5
1805	24
7777	716
1422	34
2585	92
2457	23
0814	68
1235	506
5555	1774
1928	51
6231	10
1605	24
2066	2
2580	4753
0000	5246
1961	52
1981	163
0000	5246
7252	9
1739	217
8508	6
8683	7
4240	6
5008	7
9654	9
1231	207
0000	5246
2121	302
2412	48
1111	3264
1213	191
5683	1425
8136	10
2222	1139
2580	4753
1474	41
5800	25
1234	8884
7946	27
0598	11
0000	5246
1234	8884
1234	8884
1223	198
9652	16
2255	205
4404	9
0105	39
8888	667
1111	3264
2020	233
0157	7
3010	33
5202	9
6969	858
1600	23
1616	97
1472	278
4656	8
2531	17
1478	298
0524	64
7320	6
8246	27
1998	882
3256	36
3346	11
0724	63
2106	28
3833	22
4829	6
0420	188
2580	4753
1973	349
4141	64
8498	6
2255	205
9813	6
6453	149
8888	667
1111	3264
1212	944
5454	80
3381	10
6296	9
7979	45
7625	27
2323	448
2258	62
8576	3
1928	51
1325	60
6028	5
3255	21
1976	121
1592	55
5966	20
1590	535
2070	3
3428	5
0280	8
2800	14
8089	11
7895	23
5709	11
1989	315
0413	47
1234	8884
7066	5
1991	344
1915	12
1111	3264
2450	11
2245	24
1111	3264
0393	13
9911	29
5205	13
1111	3264
2308	33
0852	1221
7669	26
7110	16
2237	11
8008	137
1027	103
2579	49
1379	839
0225	54
1999	673
1256	144
1598	221
1111	3264
0917	52
1285	36
9090	98
5683	1425
4490	9
5624	18
2597	21
1104	104
0000	5246
0811	58
1785	12
4024	10
4602	8
1987	272
1107	107
1195	17
2334	33
5252	217
7704	7
2547	37
2580	4753
1111	3264
1992	330
5683	1425
9144	3
1999	673
2430	28
1111	3264
2326	113
2673	13
2580	4753
1996	687
2580	4753
2355	34
1221	254
7075	7
1287	18
0710	58
8882	8
5608	7
7437	9
5428	10
5555	1774
0001	121
9050	7
1337	211
0325	65
2908	18
1593	147
2253	36
7399	112
0517	56
1988	290
9999	756
9573	9
8045	6
1734	17
2703	17
5423	21
4037	3
2307	30
2345	100
2580	4753
9009	28
1136	20
0000	5246
0906	39
1452	118
1111	3264
6120	12
7141	7
2580	4753
2486	364
1405	42
1999	673
0709	56
1032	36
2486	364
1597	100
4329	7
1470	278
1263	21
6110	14
2055	14
8172	12
6666	463
1436	94
0315	55
8908	14
3699	75
1109	84
5441	5
9874	42
0852	1221
1234	8884
0000	5246
1111	3264
2580	4753
0321	92
0615	42
0000	5246
1991	344
5433	54
1793	182
6555	8
2580	4753
2525	539
1325	60
1590	535
2222	1139
2523	33
1131	23
9009	28
0539	6
1122	452
0000	5246
2580	4753
1625	17
2726	29
2830	20
1980	170
0203	40
5184	13
9265	10
1207	95
1983	193
0390	5
2580	4753
3922	2
9273	11
3578	111
8498	6
1996	687
3691	39
4114	23
0683	7
6974	9
1225	181
3333	674
5173	6
3151	15
3240	13
3635	12
2525	539
1865	19
0604	36
8888	667
0415	70
0513	57
8340	6
4799	9
1234	8884
1704	15
3899	13
7259	15
9876	267
1310	38
1478	298
6262	65
3269	36
1478	298
1236	365
4605	4
0000	5246
1315	49
9903	10
1102	74
1109	84
5683	1425
1594	39
1111	3264
3232	113
4203	9
1234	8884
1234	8884
1616	97
2580	4753
1234	8884
7722	20
1205	93
8008	137
0755	7
6656	21
1985	257
1344	16
7777	716
1989	315
5252	217
2255	205
1234	8884
2680	24
3570	168
2142	24
0000	5246
1223	198
1820	18
2897	12
4525	29
1254	152
1225	181
1530	49
7449	5
1985	257
9999	756
6568	8
1739	217
3000	21
4678	6
2519	10
9598	10
9494	18
3515	17
1994	489
2002	169
1258	205
0850	12
1007	77
7795	7
6211	14
1989	315
1389	20
3521	12
3825	453
1596	155
0000	5246
2222	1139
5555	1774
1114	100
2012	376
3645	30
7139	36
0119	34
1108	76
7880	11
3333	674
2764	11
8935	6
0306	36
8670	4
5683	1425
5625	53
5416	6
1405	42
3666	23
5227	11
0818	35
1208	114
2639	109
9399	7
4169	12
1011	118
0317	42
1313	470
1780	14
1258	205
7182	8
0216	49
2009	110
3507	16
1998	882
2580	4753
1234	8884
2580	4753
5940	6
7800	18
1212	944
1234	8884
1977	180
9595	39
1120	102
1562	23
7225	16
1920	55
1234	8884
1523	57
5367	13
1111	3264
2580	4753
4125	23
1689	8
3346	11
1964	77
0136	6
6425	133
2020	233
9453	3
3429	7
8732	28
2218	20
3690	233
3517	8
1519	29
8332	8
2580	4753
2467	26
1919	121
1230	271
0731	57
7375	16
1069	22
8138	12
6466	16
0360	12
1369	68
3691	39
8118	20
9098	9
1234	8884
2709	15
2580	4753
5610	14
1111	3264
5781	8
0000	5246
0852	1221
9513	29
0000	5246
1988	290
1977	180
1011	118
6679	6
1992	330
3252	8
1013	106
1015	101
1016	104
9284	4
0666	95
0314	63
0020	24
4560	58
1235	506
1105	62
2479	11
1006	60
6789	66
1212	944
1235	506
3669	53
0505	110
1299	46
2235	30
2111	40
5464	48
8898	17
1969	178
1478	298
4041	7
5683	1425
2550	29
1964	77
2580	4753
8216	4
6028	5
1111	3264
2895	16
8864	7
3246	16
9021	16
1623	32
0521	65
1234	8884
5555	1774
9669	35
9173	19
1400	56
3568	13
2071	11
0987	101
2580	4753
4207	20
9731	59
5648	10
5263	48
0129	50
1111	3264
7788	56
6279	32
0918	42
6745	8
2530	22
0982	9
2211	89
1379	839
5225	122
1978	151
7374	8
6324	7
1328	21
1562	23
1369	68
2662	112
3908	4
2222	1139
3509	13
0852	1221
6114	7
2525	539
3333	674
0307	47
7825	26
1221	254
3387	11
4724	9
6693	8
1230	271
6601	12
9999	756
1505	35
2580	4753
1341	16
1234	8884
2851	14
0503	62
9333	56
1449	9
5252	217
1997	799
1111	3264
3242	12
2532	48
3711	25
5673	67
1127	92
2580	4753
1009	69
1110	74
5683	1425
2332	65
8589	5
1244	20
6991	37
1582	16
2586	45
1422	34
5150	151
1906	36
1346	161
1230	271
5555	1774
1368	21
7777	716
7187	7
4130	13
1234	8884
0203	40
2438	15
5555	1774
2088	15
0823	67
1590	535
1344	16
0404	52
5673	67
6711	6
7467	43
9914	9
6279	32
3685	12
0905	42
5078	9
0000	5246
0000	5246
8253	24
9189	13
7684	7
1111	3264
9047	5
0625	53
5325	19
8531	7
4163	9
0879	17
2154	28
1234	8884
1991	344
1652	10
2222	1139
0423	65
1844	10
0000	5246
1998	882
1271	17
1201	86
2872	10
1687	21
1592	55
7989	9
4525	29
1010	395
7503	7
2001	268
9005	6
5806	11
1811	34
9271	7
5555	1774
7022	8
1111	3264
1463	34
0726	45
1234	8884
7182	8
1235	506
4311	24
5185	9
3124	22
5281	6
4376	17
4763	60
4681	7
1573	16
7682	19
9803	7
1765	9
8469	17
4140	8
4597	14
1922	41
1234	8884
0000	5246
1233	165
6622	17
2583	101
3673	27
1991	344
1356	20
5673	67
1234	8884
1985	257
0930	37
1988	290
0623	69
2580	4753
3943	5
2685	21
1234	8884
2033	9
5530	13
1987	272
1671	20
3789	9
1234	8884
5878	23
0626	65
0500	17
0852	1221
3295	8
1369	68
4553	14
1427	24
9432	13
1100	41
9321	16
1233	165
3684	21
7522	10
2667	38
0878	7
5487	22
1227	108
9592	11
1994	489
0000	5246
1973	349
2231	20
1026	98
1478	298
3326	23
0000	5246
2222	1139
7486	10
1234	8884
6200	9
1976	121
8282	51
2525	539
1561	9
1313	470
8891	18
1965	105
7708	9
1488	39
1014	96
7979	45
9472	5
0666	95
1379	839
4454	25
1998	882
1555	27
7290	28
1107	107
8261	6
5377	87
1092	28
5132	8
1234	8884
3525	21
2435	35
2750	11
3101	19
1919	121
2569	73
5660	8
7778	17
8862	12
0420	188
0000	5246
6359	7
2011	683
1583	25
1111	3264
1379	839
1998	882
0685	6
8954	1
1017	126
2112	148
2222	1139
7777	716
1966	109
6789	66
7496	12
7444	9
1313	470
0864	8
1124	126
1983	193
1337	211
3223	58
5529	16
1379	839
9535	7
2580	4753
6274	45
1214	140
3120	14
0407	62
8426	54
4831	7
0819	53
5244	21
0521	65
5698	43
1991	344
1596	155
1221	254
1203	82
5646	85
2363	20
1706	18
3366	51
2523	33
1234	8884
1111	3264
6868	39
1304	22
4726	14
0000	5246
1011	118
0622	32
3825	453
0803	41
8888	667
6959	8
0852	1221
3825	453
1994	489
6146	5
8675	52
1975	145
6898	3
1234	8884
8928	11
0148	6
3526	16
9426	8
1599	78
0000	5246
4268	122
5683	1425
8970	7
7272	85
3131	83
2276	25
7890	300
1739	217
0210	71
0052	8
0000	5246
1995	575
1642	13
2479	11
2151	12
0027	8
3846	8
2367	11
5683	1425
2625	53
1907	25
2222	1139
1136	20
9876	267
1793	182
9112	12
4651	12
9019	2
0219	45
0130	72
0000	5246
5664	15
1990	284
1450	15
8888	667
2707	18
2137	13
9943	10
9071	4
1741	20
2323	448
2011	683
3279	17
2456	79
2589	160
1234	8884
1232	128
4588	25
0000	5246
7679	9
6555	8
1985	257
3576	13
0813	53
3192	6
1235	506
0305	34
1997	799
1207	95
1995	575
1234	8884
5272	22
1111	3264
4429	6
2978	7
0316	66
5902	6
2546	41
1225	181
1441	63
2589	160
4545	153
7544	4
7896	62
9428	23
1234	8884
1892	26
1024	129
9965	6
7777	716
1234	8884
2452	16
2525	539
2869	15
0000	5246
1234	8884
2342	19
1474	41
8129	3
1234	8884
2003	96
1013	106
3825	453
4229	26
5555	1774
5639	80
8586	11
2594	20
5860	6
2486	364
0505	110
1387	17
0707	91
8990	24
1528	15
8196	3
1235	506
3698	166
5698	43
0816	53
1593	147
0523	67
0323	61
1887	23
2605	19
1995	575
0224	53
0158	5
1616	97
2580	4753
0509	56
1292	20
0000	5246
0717	40
3764	16
2580	4753
8080	258
0505	110
1346	161
2256	30
0759	16
9898	55
6453	149
4758	23
1713	17
4663	29
1433	51
1130	95
1314	73
1234	8884
7139	36
0711	92
2563	85
1991	344
1234	8884
3033	12
1988	290
6674	11
7172	11
2325	45
3275	24
3598	11
4475	15
7218	5
2222	1139
1978	151
2580	4753
8897	15
1321	33
6879	11
0750	9
6609	10
4836	6
1999	673
0000	5246
2580	4753
1111	3264
2008	121
7669	26
1472	278
2580	4753
9775	7
0606	51
2258	62
1458	67
4444	488
0123	196
1985	257
0108	39
1998	882
3031	10
1111	3264
2128	17
6811	13
1234	8884
1987	272
1776	66
0928	44
0401	40
8441	3
9177	12
3733	35
3114	13
4141	64
4410	14
1397	255
1538	29
5682	20
4767	9
3114	13
6369	45
1657	11
7119	15
1152	11
8188	15
1980	170
0130	72
9999	756
2580	4753
2580	4753
1995	575
5168	17
8585	79
1181	14
2974	7
7412	54
1083	14
4484	9
4040	56
1242	24
1701	33
7399	112
7890	300
9898	55
0483	3
1234	8884
6588	7
1038	15
0852	1221
3511	20
1478	298
4466	39
6218	6
7837	5
3486	12
1551	46
2800	14
0811	58
2041	7
0223	62
2833	12
0000	5246
4954	6
4747	70
4728	12
4510	11
1010	395
2140	21
0808	277
1111	3264
5005	24
5658	18
8250	15
2580	4753
1234	8884
6255	18
9999	756
1108	76
0000	5246
0707	91
1111	3264
4566	48
2334	33
1941	28
6970	11
1234	8884
0424	73
4455	47
4474	12
2124	46
7853	11
1846	14
1212	944
8250	15
2330	14
6767	46
5326	37
2468	776
1969	178
3075	5
4256	40
0910	57
1291	32
1314	73
1258	205
6969	858
2323	448
1012	127
0000	5246
6104	4
1220	109
4044	15
5441	5
0000	5246
1986	256
1826	11
7734	23
0000	5246
4444	488
2011	683
2332	65
6996	59
6107	7
1455	18
7255	9
8253	24
1234	8884
1992	330
1997	799
3614	22
9224	48
9991	25
5211	31
3333	674
4253	43
2000	381
6245	13
0330	59
4255	25
2543	26
2002	169
2580	4753
4400	22
1111	3264
5259	16
2261	12
1475	52
1400	56
4545	153
5683	1425
1569	40
0805	52
2580	4753
2580	4753
4658	30
0522	73
2468	776
1997	799
3223	58
8081	10
8484	52
7360	9
1234	8884
0071	12
2010	238
9999	756
0987	101
1234	8884
3260	5
7777	716
1168	21
0919	53
1234	8884
1336	8
5393	10
5410	10
0317	42
2626	123
0797	7
3825	453
1191	26
0905	42
